id,student_id,grade,program_id,admin_added,agree,auto_eligibility,auto_eligibility_last_run,choice_rank,created_at,eligibility_override,last_saved,lottery_entries,lottery_group,lottery_number,lottery_subgroup,lottery_sublottery,lottery_weight,payment_amount,payment_trans_id,priority_super_priority_99,priority_neighborhood_and_sibling_attending,priority_neighborhood_and_sibling_attending_override,priority_neighborhood,priority_neighborhood_override,priority_sibling_attending,priority_sibling_attending_override,priority_sibling_applying,priority_sibling_applying_override,priority_preferred_town_zip_code,priority_rank_1,priority_rank_1_override,priority_rank_2,priority_rank_2_override,priority_rank_3,priority_rank_3_override,priority_rank_4,priority_rank_4_override,priority_rank_5,priority_rank_5_override,priority_rank_6,priority_rank_6_override,siblings_applying,siblings_current,sis_error,sis_export_timestamp,sis_export_status,status,status_timestamp,sub_rank,submitted,submitted_timestamp,updated_at,withdrawn,withdrawn_reason,lottery_timestamp_placed,prob,unmatched,assigned
341635,3616916,K,13272,0,0,0,,1,2025-01-30T08:29:15Z,0,,1,942,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:09Z,,1,2025-01-30T08:31:19Z,2025-03-14T10:51:09Z,0,"",,1,0,0
341636,3616916,K,13275,0,0,0,,3,2025-01-30T08:29:15Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:09Z,,1,2025-01-30T08:31:19Z,2025-03-19T11:15:54Z,0,"",,0,0,0
341645,3739447,9,13235,0,0,0,,2,2025-01-30T08:36:49Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:09Z,,1,2025-01-30T08:37:41Z,2025-03-19T10:58:56Z,0,"",,0.221,0.779,0
341646,3739447,9,13276,0,0,0,,4,2025-01-30T08:36:49Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:09Z,,1,2025-01-30T08:37:41Z,2025-03-19T11:16:06Z,0,"",,0,0.779,0
341647,3739447,9,13281,0,0,0,,1,2025-01-30T08:36:49Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:10Z,,1,2025-01-30T08:37:41Z,2025-03-19T11:18:54Z,0,"",,0,0.779,0
341648,3739447,9,13283,0,0,0,,3,2025-01-30T08:36:49Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:10Z,,1,2025-01-30T08:37:41Z,2025-03-19T11:06:22Z,0,"",,0,0.779,0
341820,3630034,9,13202,0,0,0,,1,2025-01-30T09:50:38Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:10Z,,1,2025-01-30T09:51:29Z,2025-03-19T11:12:13Z,0,"",,1,0,0
341821,3630034,9,13293,0,0,0,,3,2025-01-30T09:50:38Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:10Z,,1,2025-01-30T09:51:29Z,2025-03-19T11:26:54Z,0,"",,0,0,0
341822,3630034,9,20947,0,0,0,,2,2025-01-30T09:50:39Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:11Z,,1,2025-01-30T09:51:29Z,2025-03-19T11:06:35Z,0,"",,0,0,0
342312,7515361,3,13221,0,0,0,,1,2025-01-30T11:10:49Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:11Z,,1,2025-01-30T11:19:39Z,2025-03-19T10:59:08Z,0,"",,0.329,0,0
342313,7515361,3,13238,0,0,0,,4,2025-01-30T11:10:49Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:11Z,,1,2025-01-30T11:19:39Z,2025-03-19T11:00:43Z,0,"",,0,0,0
342314,7515361,3,13239,0,0,0,,6,2025-01-30T11:10:49Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,0,0,,,,1,2025-03-14T10:51:11Z,,1,2025-01-30T11:19:39Z,2025-03-19T11:00:52Z,0,"",,0,0,0
342315,7515361,3,13268,0,0,0,,2,2025-01-30T11:10:49Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:12Z,,1,2025-01-30T11:19:39Z,2025-03-19T11:10:05Z,0,"",,0.671,0,0
342316,7515361,3,13271,0,0,0,,5,2025-01-30T11:10:50Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T10:51:12Z,,1,2025-01-30T11:19:39Z,2025-03-19T11:13:19Z,0,"",,0,0,0
342317,7515361,3,13274,0,0,0,,3,2025-01-30T11:10:50Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:12Z,,1,2025-01-30T11:19:39Z,2025-03-19T11:15:40Z,0,"",,0,0,0
342454,10065513,7,13238,0,0,0,,5,2025-01-30T11:28:27Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T10:51:12Z,,1,2025-01-30T11:28:27Z,2025-03-19T11:00:43Z,0,"",,0,0,0
343011,3675094,9,13276,0,0,0,,4,2025-01-30T13:19:10Z,0,,1,952,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:13Z,,1,2025-02-03T22:19:06Z,2025-03-19T11:16:06Z,0,"",2025-03-27T07:09:56Z,0,0,0
343023,9976151,K,13207,0,0,0,,6,2025-01-30T13:21:36Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,0,0,,,,1,2025-03-14T10:51:13Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:01:32Z,0,"",,0,0,0
343024,9976151,K,13237,0,0,0,,5,2025-01-30T13:21:36Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T10:51:13Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:00:34Z,0,"",,0,0,0
343025,9976151,K,13271,0,0,0,,2,2025-01-30T13:21:36Z,0,,1,950,,0,3,1,0,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:13Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:13:19Z,0,"",,0,0,0
343026,9976151,K,13273,0,0,0,,4,2025-01-30T13:21:36Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:14Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:14:19Z,0,"",,0,0,0
343027,9976151,K,13274,0,0,0,,1,2025-01-30T13:21:37Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:14Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:15:40Z,0,"",,1,0,0
343028,9976151,K,13275,0,0,0,,3,2025-01-30T13:21:37Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:14Z,,1,2025-01-30T13:28:36Z,2025-03-19T11:15:54Z,0,"",,0,0,0
344004,10066926,PreK3,13271,0,0,0,,1,2025-01-30T16:23:08Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:15Z,,1,2025-02-03T08:06:05Z,2025-03-19T11:13:19Z,0,"",2025-03-27T07:07:04Z,0,1,0
344164,10066926,PreK3,13290,0,0,0,,2,2025-01-30T16:56:49Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:15Z,,1,2025-02-03T08:06:05Z,2025-03-19T11:25:01Z,0,"",2025-03-27T08:00:03Z,0,1,0
345004,10067356,2,13273,0,0,0,,3,2025-01-30T19:23:58Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:15Z,,1,2025-01-30T19:26:29Z,2025-03-19T11:14:19Z,0,"",,0,0,0
345005,10067356,2,13279,0,0,0,,5,2025-01-30T19:23:58Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T10:51:16Z,,1,2025-01-30T19:26:29Z,2025-03-19T11:17:54Z,0,"",,1,0,0
345006,10067356,2,13286,0,0,0,,1,2025-01-30T19:23:58Z,0,,1,944,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:16Z,,1,2025-01-30T19:26:29Z,2025-03-26T12:12:18Z,0,"",,0,0,0
345007,10067356,2,13290,0,0,0,,4,2025-01-30T19:23:59Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:16Z,,1,2025-01-30T19:26:29Z,2025-03-19T11:25:01Z,0,"",,0,0,0
345008,10067356,2,13295,0,0,0,,2,2025-01-30T19:23:59Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:17Z,,1,2025-01-30T19:26:29Z,2025-03-19T11:25:49Z,0,"",,0,0,0
346042,10067948,9,20947,0,0,0,,1,2025-01-30T23:12:20Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:17Z,,1,2025-02-03T10:22:53Z,2025-03-19T11:06:35Z,0,"",2025-03-27T07:07:11Z,0.376,0.489,0
346064,10067948,9,13235,0,0,0,,2,2025-01-30T23:17:55Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:17Z,,1,2025-02-03T10:22:53Z,2025-03-19T10:58:56Z,0,"",2025-03-27T07:06:54Z,0.135,0.489,0
346683,10068821,PreK3,13271,0,0,0,,1,2025-01-31T09:10:28Z,0,,1,951,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:17Z,,1,2025-01-31T09:11:39Z,2025-03-14T10:51:17Z,0,"",,1,0,0
346684,10068821,PreK3,13285,0,0,0,,2,2025-01-31T09:10:28Z,0,,1,946,,0,5,1,0,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:18Z,,1,2025-01-31T09:11:39Z,2025-03-19T11:20:01Z,0,"",,0,0,0
346698,10058343,1,13271,0,0,0,,1,2025-01-31T09:14:18Z,0,,1,951,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:18Z,,1,2025-01-31T09:15:04Z,2025-03-14T10:51:18Z,0,"",,0.479,0,0
346701,10058343,1,13285,0,0,0,,2,2025-01-31T09:14:37Z,0,,1,946,,0,5,1,0,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:19Z,,1,2025-01-31T09:15:04Z,2025-03-19T11:20:01Z,0,"",,0.521,0,0
346732,10068839,PreK3,13238,0,0,0,,2,2025-01-31T09:22:16Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:19Z,,1,2025-01-31T09:23:41Z,2025-03-19T11:00:43Z,0,"",,0,1,0
346733,10068839,PreK3,13271,0,0,0,,1,2025-01-31T09:22:16Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:19Z,,1,2025-01-31T09:23:41Z,2025-03-19T11:13:19Z,0,"",,0,1,0
346734,10068839,PreK3,13285,0,0,0,,3,2025-01-31T09:22:16Z,0,,1,945,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:20Z,,1,2025-01-31T09:23:41Z,2025-03-19T11:20:01Z,0,"",,0,1,0
352811,7519882,7,13273,0,0,0,,1,2025-02-03T07:01:40Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:20Z,,1,2025-02-03T07:03:04Z,2025-03-19T11:14:19Z,0,"",2025-03-27T07:09:08Z,1,0,0
352813,3626332,10,13199,0,0,0,,1,2025-02-03T07:03:16Z,0,,1,950,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:20Z,,1,2025-02-03T07:04:13Z,2025-03-14T10:51:20Z,0,"",2025-03-27T07:06:44Z,0,1,1
352814,10073443,PreK3,13285,0,0,0,,1,2025-02-03T07:03:20Z,0,,1,943,,0,4,1,0,,,0,,0,,1,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:21Z,,1,2025-02-03T07:06:02Z,2025-03-14T10:51:21Z,0,"",2025-03-27T07:07:06Z,1,0,1
352815,3656967,6,13276,0,0,0,,1,2025-02-03T07:04:14Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:21Z,,1,2025-02-03T07:08:10Z,2025-03-19T11:16:06Z,0,"",2025-03-27T07:08:00Z,0.22,0.78,1
352817,9402702,9,13291,0,0,0,,1,2025-02-03T07:04:53Z,0,,1,951,,0,1,1,0,,1,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:21Z,,1,2025-02-03T07:40:36Z,2025-03-14T10:51:21Z,0,"",2025-03-27T07:08:33Z,1,0,1
352818,7641545,K,13239,0,0,0,,5,2025-02-03T07:05:52Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T10:51:22Z,,1,2025-02-03T07:10:20Z,2025-03-19T11:00:52Z,0,"",2025-03-27T07:08:08Z,0,0,0
352819,7641545,K,13271,0,0,0,,2,2025-02-03T07:05:52Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:22Z,,1,2025-02-03T07:10:20Z,2025-03-19T11:13:19Z,0,"",2025-03-27T07:07:38Z,0,0,0
352820,7641545,K,13285,0,0,0,,1,2025-02-03T07:05:52Z,0,,1,945,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:22Z,,1,2025-02-03T07:10:20Z,2025-03-14T10:51:22Z,0,"",2025-03-27T07:07:50Z,1,0,1
352821,7641545,K,13287,0,0,0,,3,2025-02-03T07:05:52Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:23Z,,1,2025-02-03T07:10:20Z,2025-03-19T11:20:40Z,0,"",2025-03-27T07:07:32Z,0,0,0
352822,7641545,K,13290,0,0,0,,4,2025-02-03T07:05:52Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:23Z,,1,2025-02-03T07:10:20Z,2025-03-19T11:25:01Z,0,"",2025-03-27T08:00:35Z,0,0,0
352823,10073294,PreK3,13238,0,0,0,,3,2025-02-03T07:06:31Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:24Z,,1,2025-02-03T07:07:54Z,2025-03-27T07:19:04Z,0,"",2025-03-27T07:07:20Z,0,0,0
352824,10073294,PreK3,13271,0,0,0,,2,2025-02-03T07:06:31Z,0,,1,950,,0,3,1,0,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:24Z,,1,2025-02-03T07:07:54Z,2025-03-19T11:13:19Z,0,"",2025-03-27T07:06:51Z,0,0,0
352825,10073294,PreK3,13275,0,0,0,,1,2025-02-03T07:06:32Z,0,,1,942,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:24Z,,1,2025-02-03T07:07:54Z,2025-03-14T10:51:24Z,0,"",2025-03-27T07:06:39Z,1,0,1
352826,10073294,PreK3,13290,0,0,0,,4,2025-02-03T07:06:32Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:25Z,,1,2025-02-03T07:07:54Z,2025-03-27T08:03:06Z,0,"",2025-03-27T07:59:54Z,0,0,0
352829,10073440,PreK3,13285,0,0,0,,1,2025-02-03T07:08:12Z,0,,1,943,,0,4,1,0,,,0,,0,,1,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:25Z,,1,2025-02-03T07:10:14Z,2025-03-14T10:51:25Z,0,"",2025-03-27T07:07:05Z,1,0,1
352830,3618006,11,13199,0,0,0,,2,2025-02-03T07:08:14Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:25Z,,1,2025-02-03T07:09:48Z,2025-03-19T11:11:35Z,0,"",2025-03-27T07:06:50Z,0.688,0.312,0
352831,3618006,11,13280,0,0,0,,1,2025-02-03T07:08:14Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:26Z,,1,2025-02-03T07:09:48Z,2025-03-19T11:18:22Z,0,"",2025-03-27T07:07:15Z,0,0.312,0
352832,3618006,11,13283,0,0,0,,3,2025-02-03T07:08:14Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:26Z,,1,2025-02-03T07:09:48Z,2025-03-19T11:06:22Z,0,"",2025-03-27T07:08:19Z,0,0.312,0
352835,10073447,PreK3,13238,0,0,0,,3,2025-02-03T07:10:01Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:26Z,,1,2025-02-03T07:11:03Z,2025-03-27T07:19:05Z,0,"",2025-03-27T07:07:20Z,0,0,0
352836,10073447,PreK3,13271,0,0,0,,2,2025-02-03T07:10:01Z,0,,1,950,,0,3,1,0,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:27Z,,1,2025-02-03T07:11:03Z,2025-03-19T11:13:19Z,0,"",2025-03-27T07:06:51Z,0,0,0
352837,10073447,PreK3,13275,0,0,0,,1,2025-02-03T07:10:01Z,0,,1,942,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:27Z,,1,2025-02-03T07:11:03Z,2025-03-14T10:51:27Z,0,"",2025-03-27T07:06:39Z,1,0,1
352838,10073447,PreK3,13290,0,0,0,,4,2025-02-03T07:10:01Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:27Z,,1,2025-02-03T07:11:03Z,2025-03-27T08:03:07Z,0,"",2025-03-27T07:59:54Z,0,0,0
352839,10073446,PreK3,13287,0,0,0,,1,2025-02-03T07:10:12Z,0,,1,951,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:28Z,,1,2025-02-03T07:18:31Z,2025-03-14T10:51:28Z,0,"",2025-03-27T07:07:01Z,1,0,1
352840,7539379,PreK4,13279,0,0,0,,3,2025-02-03T07:11:01Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:28Z,,1,2025-02-03T07:12:54Z,2025-03-19T11:17:54Z,0,"",2025-03-27T07:07:07Z,0,0,0
352841,7539379,PreK4,13288,0,0,0,,1,2025-02-03T07:11:01Z,0,,1,950,,0,8,1,0,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:28Z,,1,2025-02-03T07:12:54Z,2025-03-19T11:20:58Z,0,"",2025-03-27T07:07:25Z,1,0,0
352842,7539379,PreK4,13295,0,0,0,,2,2025-02-03T07:11:01Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:29Z,,1,2025-02-03T07:12:54Z,2025-03-19T11:25:49Z,0,"",2025-03-27T07:06:53Z,0,0,0
352843,3625553,4,13285,0,0,0,,1,2025-02-03T07:11:04Z,0,,1,943,,0,4,1,0,,,0,,0,,1,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:29Z,,1,2025-02-03T07:12:45Z,2025-03-14T10:51:29Z,0,"",2025-03-27T07:08:23Z,0,1,0
352844,10073450,PreK3,13238,0,0,0,,3,2025-02-03T07:12:39Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:30Z,,1,2025-02-03T07:13:29Z,2025-03-27T07:19:05Z,0,"",2025-03-27T07:07:20Z,0,0,0
352845,10073450,PreK3,13271,0,0,0,,2,2025-02-03T07:12:39Z,0,,1,950,,0,3,1,0,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:30Z,,1,2025-02-03T07:13:29Z,2025-03-19T11:13:19Z,0,"",2025-03-27T07:06:51Z,0,0,0
352846,10073450,PreK3,13275,0,0,0,,1,2025-02-03T07:12:39Z,0,,1,942,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T10:51:30Z,,1,2025-02-03T07:13:29Z,2025-03-14T10:51:30Z,0,"",2025-03-27T07:06:39Z,1,0,1
352847,10073450,PreK3,13290,0,0,0,,4,2025-02-03T07:12:39Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T10:51:31Z,,1,2025-02-03T07:13:29Z,2025-03-27T08:03:07Z,0,"",2025-03-27T07:59:54Z,0,0,0
