"admin_added","agree","auto_eligibility","auto_eligibility_last_run","choice_rank","created_at","eligibility_override","id","last_saved","lottery_entries","lottery_group","lottery_number","lottery_subgroup","lottery_sublottery","lottery_weight","payment_amount","payment_trans_id","priority_super_priority_99","priority_neighborhood_and_sibling_attending","priority_neighborhood_and_sibling_attending_override","priority_neighborhood","priority_neighborhood_override","priority_sibling_attending","priority_sibling_attending_override","priority_sibling_applying","priority_sibling_applying_override","priority_preferred_town_zip_code","priority_rank_1","priority_rank_1_override","priority_rank_2","priority_rank_2_override","priority_rank_3","priority_rank_3_override","priority_rank_4","priority_rank_4_override","priority_rank_5","priority_rank_5_override","priority_rank_6","priority_rank_6_override","program_id","siblings_applying","siblings_current","sis_error","sis_export_timestamp","sis_export_status","status","status_timestamp","student_id","sub_rank","submitted","submitted_timestamp","updated_at","withdrawn","withdrawn_reason","id","grade","lottery_timestamp_placed"
0,0,0,,3,"2025-02-12 18:10:51",0,389517,,1,951,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13291,0,0,,,,-1,,3616238,,1,"2025-02-12 18:13:41","2025-02-12 18:13:43",0,,3616238,11,
0,0,0,,1,"2025-02-12 18:10:50",0,389516,,1,951,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13199,0,0,,,,-1,,3616238,,1,"2025-02-12 18:13:41","2025-02-12 18:13:41",0,,3616238,11,
0,0,0,,1,"2025-02-03 18:17:22",0,358576,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13203,0,0,,,,-1,,3616358,,1,"2025-02-03 18:19:36","2025-02-03 18:19:37",0,,3616358,11,
0,0,0,,0,"2025-02-04 12:12:36",0,361934,,1,0,,0,38,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,0,,13202,0,0,,,,-1,,3616374,,0,,"2025-02-04 19:36:26",1,Restart,3616374,11,
0,0,0,,0,"2025-02-04 12:12:36",0,361935,,1,0,,0,38,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,0,,13269,0,0,,,,-1,,3616374,,0,,"2025-02-04 19:36:27",1,Restart,3616374,11,
0,0,0,,0,"2025-02-04 12:12:36",0,361936,,1,0,,0,38,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,0,,13281,0,0,,,,-1,,3616374,,0,,"2025-02-04 19:36:27",1,Restart,3616374,11,
0,0,0,,0,"2025-02-04 12:12:36",0,361937,,1,0,,0,38,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,0,,13283,0,0,,,,-1,,3616374,,0,,"2025-02-04 19:36:27",1,Restart,3616374,11,
0,0,0,,0,"2025-02-04 12:12:36",0,361938,,1,0,,0,38,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,0,,13293,0,0,,,,-1,,3616374,,0,,"2025-02-04 19:36:28",1,Restart,3616374,11,
0,0,0,,2,"2025-02-04 19:39:20",0,364204,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13201,0,0,,,,-1,,3616374,,1,"2025-02-04 19:42:00","2025-02-04 19:42:01",0,,3616374,11,
0,0,0,,5,"2025-02-04 19:39:20",0,364205,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13281,0,0,,,,-1,,3616374,,1,"2025-02-04 19:42:00","2025-02-04 19:42:02",0,,3616374,11,
0,0,0,,1,"2025-02-04 19:39:21",0,364206,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13283,0,0,,,,-1,,3616374,,1,"2025-02-04 19:42:00","2025-02-04 19:42:00",0,,3616374,11,
0,0,0,,3,"2025-02-04 19:39:21",0,364207,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13291,0,0,,,,-1,,3616374,,1,"2025-02-04 19:42:00","2025-02-04 19:42:01",0,,3616374,11,
0,0,0,,4,"2025-02-04 19:39:21",0,364208,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3616374,,1,"2025-02-04 19:42:00","2025-02-04 19:42:02",0,,3616374,11,
0,0,0,,6,"2025-02-04 09:46:20",0,361068,,1,950,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13239,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-04 09:50:05",0,,3616378,K,
0,0,0,,2,"2025-02-04 09:46:20",0,361069,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13241,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-04 09:50:04",0,,3616378,K,
0,0,0,,4,"2025-02-04 09:46:20",0,361070,,1,942,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13272,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-04 09:50:05",0,,3616378,K,
0,0,0,,3,"2025-02-04 09:46:20",0,361071,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13273,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-04 09:50:04",0,,3616378,K,
0,0,0,,5,"2025-02-04 09:46:21",0,361072,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13274,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-04 09:50:05",0,,3616378,K,
0,0,0,,1,"2025-02-04 09:46:21",0,361073,,1,950,,0,32,1,0.00,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,13295,0,0,,,,-1,,3616378,,1,"2025-02-04 09:50:03","2025-02-05 09:35:57",0,,3616378,K,
0,0,0,,1,"2025-02-10 19:38:53",0,380911,,1,951,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13199,0,0,,,,-1,,3616389,,1,"2025-02-10 19:39:45","2025-02-10 19:39:45",0,,3616389,11,
0,0,0,,1,"2025-02-03 18:04:06",0,358484,,1,952,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616409,,1,"2025-02-03 18:05:30","2025-02-03 18:07:55",0,,3616409,10,
0,0,0,,2,"2025-02-03 18:04:06",0,358485,,1,951,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,-1,,3616409,,1,"2025-02-03 18:05:30","2025-02-03 18:05:30",0,,3616409,10,
0,0,0,,4,"2025-02-11 17:36:43",0,386686,,1,943,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13285,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:55",0,,3616414,2,
0,0,0,,3,"2025-02-11 17:36:43",0,386685,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13281,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:54",0,,3616414,2,
0,0,0,,6,"2025-02-11 17:36:42",0,386684,,1,942,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13275,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:56",0,,3616414,2,
0,0,0,,5,"2025-02-11 17:36:42",0,386683,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13274,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:55",0,,3616414,2,
0,0,0,,2,"2025-02-11 17:36:42",0,386682,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13242,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:54",0,,3616414,2,
0,0,0,,1,"2025-02-11 17:36:42",0,386681,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13237,0,0,,,,-1,,3616414,,1,"2025-02-11 17:38:53","2025-02-11 17:38:53",0,,3616414,2,
0,0,0,,1,"2025-02-03 18:07:03",0,358506,,1,950,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616415,,1,"2025-02-03 18:07:54","2025-02-05 09:37:22",0,,3616415,6,
0,0,0,,2,"2025-02-03 18:07:03",0,358507,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13290,0,0,,,,-1,,3616415,,1,"2025-02-03 18:07:54","2025-02-05 09:37:23",0,,3616415,6,
0,0,0,,1,"2025-02-25 19:52:30",0,414826,,1,949,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616419,,1,"2025-02-25 19:54:31","2025-02-25 19:54:31",0,,3616419,7,
0,0,0,,1,"2025-02-03 07:50:54",0,353071,,1,952,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616422,,1,"2025-02-03 07:52:00","2025-02-03 07:52:00",0,,3616422,8,
0,0,0,,4,"2025-02-03 08:48:39",0,353407,,1,951,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13238,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:19",0,,3616441,8,
0,0,0,,6,"2025-02-03 08:48:39",0,353408,,1,951,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13239,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:20",0,,3616441,8,
0,0,0,,2,"2025-02-03 08:48:39",0,353409,,1,951,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13240,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:19",0,,3616441,8,
0,0,0,,1,"2025-02-03 08:48:39",0,353410,,1,949,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:18",0,,3616441,8,
0,0,0,,5,"2025-02-03 08:48:39",0,353411,,1,951,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13287,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:20",0,,3616441,8,
0,0,0,,3,"2025-02-03 08:48:39",0,353412,,1,951,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,-1,,3616441,,1,"2025-02-03 08:50:18","2025-02-03 08:50:19",0,,3616441,8,
0,0,0,,1,"2025-02-04 13:41:37",0,362411,,1,949,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616444,,1,"2025-02-04 13:42:14","2025-02-04 13:42:14",0,,3616444,10,
0,0,0,,6,"2025-02-26 14:45:28",0,416678,,1,942,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13235,0,0,,,,-1,,3616445,,1,"2025-02-26 14:45:28","2025-02-26 14:45:29",0,,3616445,11,
0,0,0,,5,"2025-02-26 14:45:30",0,416680,,1,950,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,20947,0,0,,,,-1,,3616445,,1,"2025-02-26 14:45:28","2025-02-26 14:45:30",0,,3616445,11,
0,0,0,,2,"2025-02-26 14:45:29",0,416679,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13269,0,0,,,,-1,,3616445,,1,"2025-02-26 14:45:28","2025-02-26 14:45:29",0,,3616445,11,
0,0,0,,1,"2025-02-03 21:12:49",0,359739,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13199,0,0,,,,-1,,3616445,,1,"2025-02-03 21:14:32","2025-02-03 21:14:33",0,,3616445,11,
0,0,0,,3,"2025-02-03 21:12:49",0,359740,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13280,0,0,,,,-1,,3616445,,1,"2025-02-03 21:14:32","2025-02-26 14:45:29",0,,3616445,11,
0,0,0,,4,"2025-02-03 21:12:49",0,359741,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3616445,,1,"2025-02-03 21:14:32","2025-02-26 14:45:30",0,,3616445,11,
0,0,0,,1,"2025-02-18 22:28:05",0,400607,,1,942,,0,3,1,0.00,,,0,,1,,,,0,,0,1,,0,,0,,0,,0,,0,,13292,0,0,,,,-1,,3616472,,1,"2025-02-18 22:31:16","2025-02-18 22:31:16",0,,3616472,K,
0,0,0,,2,"2025-02-18 22:28:05",0,400606,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13286,0,0,,,,-1,,3616472,,1,"2025-02-18 22:31:16","2025-02-18 22:31:17",0,,3616472,K,
0,0,0,,3,"2025-02-18 22:28:04",0,400605,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13279,0,0,,,,-1,,3616472,,1,"2025-02-18 22:31:16","2025-02-18 22:31:17",0,,3616472,K,
0,0,0,,6,"2025-02-06 08:53:37",0,369010,,1,950,,0,30,1,0.00,,,0,,0,,,,1,,0,0,,0,,0,,0,,0,,1,,13271,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 09:19:45",0,,3616476,8,
0,0,0,,2,"2025-02-06 08:53:38",0,369013,,1,942,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13281,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 09:10:05",0,,3616476,8,
0,0,0,,3,"2025-02-06 08:53:38",0,369012,,1,950,,0,15,1,0.00,,,0,,0,,,,1,,0,0,,0,,1,,0,,0,,0,,13276,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 09:10:05",0,,3616476,8,
0,0,0,,5,"2025-02-06 08:53:37",0,369011,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13274,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 08:58:13",0,,3616476,8,
0,0,0,,1,"2025-02-06 08:53:37",0,369009,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13267,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 09:19:45",0,,3616476,8,
0,0,0,,4,"2025-02-06 08:53:37",0,369008,,1,942,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13221,0,0,,,,-1,,3616476,,1,"2025-02-06 08:58:11","2025-02-06 08:58:13",0,,3616476,8,
0,0,0,,5,"2025-02-06 09:09:12",0,369038,,1,950,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13291,0,0,,,,-1,,3616489,,1,"2025-02-06 09:10:03","2025-02-06 09:10:04",0,,3616489,10,
0,0,0,,1,"2025-02-06 09:09:12",0,369037,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13281,0,0,,,,-1,,3616489,,1,"2025-02-06 09:10:03","2025-02-06 09:10:03",0,,3616489,10,
0,0,0,,2,"2025-02-06 09:09:12",0,369036,,1,950,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616489,,1,"2025-02-06 09:10:03","2025-02-06 09:10:03",0,,3616489,10,
0,0,0,,3,"2025-02-06 09:09:12",0,369035,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13235,0,0,,,,-1,,3616489,,1,"2025-02-06 09:10:03","2025-02-06 09:10:04",0,,3616489,10,
0,0,0,,4,"2025-02-06 09:09:12",0,369034,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13199,0,0,,,,-1,,3616489,,1,"2025-02-06 09:10:03","2025-02-06 09:10:04",0,,3616489,10,
0,0,0,,1,"2025-02-03 09:51:55",0,353920,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13279,0,0,,,,-1,,3616491,,1,"2025-02-03 09:53:43","2025-02-03 09:53:43",0,,3616491,3,
0,0,0,,1,"2025-02-03 07:41:30",0,353022,,1,949,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616518,,1,"2025-02-03 07:47:11","2025-02-03 07:47:11",0,,3616518,9,
0,0,0,,6,"2025-03-02 14:58:35",0,425707,,1,0,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13235,0,0,,,,-1,,3616529,,0,,"2025-03-02 15:02:46",1,"Updated application choices [13269, 13276, 13280, 13283, 13291, 13293] missing 13235",3616529,9,
0,0,0,,5,"2025-03-02 14:58:35",0,425708,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13269,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:05",0,,3616529,9,
0,0,0,,1,"2025-03-02 14:58:36",0,425709,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:03",0,,3616529,9,
0,0,0,,4,"2025-03-02 14:58:36",0,425710,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13280,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:05",0,,3616529,9,
0,0,0,,2,"2025-03-02 14:58:36",0,425711,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13291,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:04",0,,3616529,9,
0,0,0,,3,"2025-03-02 14:58:36",0,425712,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13293,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:04",0,,3616529,9,
0,0,0,,6,"2025-03-02 15:02:46",0,425718,,1,950,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13283,0,0,,,,-1,,3616529,,1,"2025-03-02 15:08:03","2025-03-02 15:08:06",0,,3616529,9,
0,0,0,,1,"2025-02-22 10:47:06",0,408190,,1,0,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13241,0,0,,,,-1,,3616547,,0,,"2025-02-24 18:07:37",1,"Want to keep my kids in the same school",3616547,7,
0,0,0,,1,"2025-02-22 10:47:06",0,408191,,1,0,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,-1,,3616547,,0,,"2025-02-24 18:07:37",1,"Want to keep my kids in the same school",3616547,7,
0,0,0,,1,"2025-02-03 16:39:04",0,357945,,1,951,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13240,0,0,,,,-1,,3616567,,1,"2025-02-03 16:40:51","2025-02-03 16:40:51",0,,3616567,7,
